location,date,vaccine,total_vaccinations,daily_vaccinations,iso3code
Argentina,2021-06-26,Sinopharm/Beijing,4088176,91707,ARG
Argentina,2021-06-26,Sputnik V,9113219,31272,ARG
Canada,2021-06-26,Moderna,7567387,1674666,CAN
Canada,2021-06-26,Oxford/AstraZeneca,2709503,88753,CAN
Canada,2021-06-26,Pfizer/BioNTech,25575834,1757384,CAN
Chile,2021-06-26,Oxford/AstraZeneca,389483,1241,CHL
Chile,2021-06-26,Pfizer/BioNTech,4502605,21037,CHL
Chile,2021-06-26,Sinovac,17374389,20615,CHL
Czechia,2021-06-26,Johnson&Johnson,87981,43,CZE
Czechia,2021-06-26,Moderna,688096,1490,CZE
Czechia,2021-06-26,Oxford/AstraZeneca,724680,1660,CZE
Czechia,2021-06-26,Pfizer/BioNTech,6432712,47582,CZE
Ecuador,2021-06-26,Oxford/AstraZeneca,1207814,46058,ECU
Ecuador,2021-06-26,Pfizer/BioNTech,1692264,5773,ECU
Ecuador,2021-06-26,Sinovac,1684932,3002,ECU
France,2021-06-26,Johnson&Johnson,558529,4868,FRA
France,2021-06-26,Moderna,4924124,75738,FRA
France,2021-06-26,Oxford/AstraZeneca,6745366,33771,FRA
France,2021-06-26,Pfizer/BioNTech,40832250,410281,FRA
Germany,2021-06-26,Johnson&Johnson,1962213,16787,DEU
Germany,2021-06-26,Moderna,6204668,69305,DEU
Germany,2021-06-26,Oxford/AstraZeneca,11249579,74570,DEU
Germany,2021-06-26,Pfizer/BioNTech,54281925,249780,DEU
Hong Kong,2021-06-26,Pfizer/BioNTech,2021914,38344,HKG
Hong Kong,2021-06-26,Sinovac,1489381,20255,HKG
Italy,2021-06-26,Johnson&Johnson,1227496,3600,ITA
Italy,2021-06-26,Moderna,4802349,55387,ITA
Italy,2021-06-26,Oxford/AstraZeneca,8659614,52385,ITA
Italy,2021-06-26,Pfizer/BioNTech,35341163,444227,ITA
Japan,2021-06-26,Moderna,1517091,115797,JPN
Japan,2021-06-26,Pfizer/BioNTech,45674259,1239749,JPN
Latvia,2021-06-26,Johnson&Johnson,48897,612,LVA
Latvia,2021-06-26,Moderna,197624,235,LVA
Latvia,2021-06-26,Oxford/AstraZeneca,237098,1134,LVA
Latvia,2021-06-26,Pfizer/BioNTech,589927,1254,LVA
Peru,2021-06-26,Oxford/AstraZeneca,574844,4054,PER
Peru,2021-06-26,Pfizer/BioNTech,5722275,73091,PER
Peru,2021-06-26,Sinopharm/Beijing,1099148,5501,PER
Romania,2021-06-26,Johnson&Johnson,281133,3153,ROU
Romania,2021-06-26,Moderna,707842,1022,ROU
Romania,2021-06-26,Oxford/AstraZeneca,836682,480,ROU
Romania,2021-06-26,Pfizer/BioNTech,7046034,17888,ROU
South Korea,2021-06-26,Johnson&Johnson,1158372,172,KOR
South Korea,2021-06-26,Moderna,78510,1136,KOR
South Korea,2021-06-26,Oxford/AstraZeneca,11255682,912,KOR
South Korea,2021-06-26,Pfizer/BioNTech,6455135,34505,KOR
Switzerland,2021-06-26,Moderna,4571679,41168,CHE
Switzerland,2021-06-26,Pfizer/BioNTech,2721737,10149,CHE
Ukraine,2021-06-26,Johnson&Johnson,390,0,UKR
Ukraine,2021-06-26,Oxford/AstraZeneca,1143768,2471,UKR
Ukraine,2021-06-26,Pfizer/BioNTech,652893,21657,UKR
Ukraine,2021-06-26,Sinovac,669084,19532,UKR
United States,2021-06-26,Johnson&Johnson,12213560,44255,USA
United States,2021-06-26,Moderna,132335894,277290,USA
United States,2021-06-26,Pfizer/BioNTech,177321630,600559,USA
Uruguay,2021-06-26,Oxford/AstraZeneca,47209,115,URY
Uruguay,2021-06-26,Pfizer/BioNTech,932078,3878,URY
Uruguay,2021-06-26,Sinovac,2813080,9171,URY
Argentina,2021-06-27,Oxford/AstraZeneca,7455069,99229,ARG
Argentina,2021-06-27,Sinopharm/Beijing,4146034,57858,ARG
Argentina,2021-06-27,Sputnik V,9132373,19154,ARG
Chile,2021-06-27,Oxford/AstraZeneca,389573,90,CHL
Chile,2021-06-27,Pfizer/BioNTech,4504857,2252,CHL
Chile,2021-06-27,Sinovac,17376469,2080,CHL
Czechia,2021-06-27,Johnson&Johnson,87997,16,CZE
Czechia,2021-06-27,Moderna,689180,1084,CZE
Czechia,2021-06-27,Oxford/AstraZeneca,724830,150,CZE
Czechia,2021-06-27,Pfizer/BioNTech,6472140,39428,CZE
Czechia,2021-06-27,Sinovac,49,1,CZE
Ecuador,2021-06-27,Oxford/AstraZeneca,1225459,17645,ECU
Ecuador,2021-06-27,Pfizer/BioNTech,1694738,2474,ECU
Ecuador,2021-06-27,Sinovac,1686868,1936,ECU
France,2021-06-27,Johnson&Johnson,559297,768,FRA
France,2021-06-27,Moderna,4956026,31902,FRA
France,2021-06-27,Oxford/AstraZeneca,6749400,4034,FRA
France,2021-06-27,Pfizer/BioNTech,41007692,175442,FRA
Germany,2021-06-27,Johnson&Johnson,1966431,4218,DEU
Germany,2021-06-27,Moderna,6262877,58209,DEU
Germany,2021-06-27,Oxford/AstraZeneca,11305157,55578,DEU
Germany,2021-06-27,Pfizer/BioNTech,54442606,160681,DEU
Hong Kong,2021-06-27,Pfizer/BioNTech,2056988,35074,HKG
Hong Kong,2021-06-27,Sinovac,1504512,15131,HKG
Italy,2021-06-27,Johnson&Johnson,1230781,3285,ITA
Italy,2021-06-27,Moderna,4850217,47868,ITA
Italy,2021-06-27,Oxford/AstraZeneca,8701832,42218,ITA
Italy,2021-06-27,Pfizer/BioNTech,35679628,338465,ITA
Japan,2021-06-27,Moderna,1629430,112339,JPN
Japan,2021-06-27,Pfizer/BioNTech,46897386,1223127,JPN
Latvia,2021-06-27,Johnson&Johnson,49367,470,LVA
Latvia,2021-06-27,Moderna,197785,161,LVA
Latvia,2021-06-27,Oxford/AstraZeneca,238320,1222,LVA
Latvia,2021-06-27,Pfizer/BioNTech,590370,443,LVA
Peru,2021-06-27,Oxford/AstraZeneca,577742,2898,PER
Peru,2021-06-27,Pfizer/BioNTech,5768660,46385,PER
Peru,2021-06-27,Sinopharm/Beijing,1101308,2160,PER
Romania,2021-06-27,Johnson&Johnson,284286,3153,ROU
Romania,2021-06-27,Moderna,708864,1022,ROU
Romania,2021-06-27,Oxford/AstraZeneca,837162,480,ROU
Romania,2021-06-27,Pfizer/BioNTech,7063922,17888,ROU
South Korea,2021-06-27,Johnson&Johnson,1158427,55,KOR
South Korea,2021-06-27,Moderna,78771,261,KOR
South Korea,2021-06-27,Oxford/AstraZeneca,11255859,177,KOR
South Korea,2021-06-27,Pfizer/BioNTech,6456852,1717,KOR
Switzerland,2021-06-27,Moderna,4585447,13768,CHE
Switzerland,2021-06-27,Pfizer/BioNTech,2726514,4777,CHE
Ukraine,2021-06-27,Johnson&Johnson,390,0,UKR
Ukraine,2021-06-27,Oxford/AstraZeneca,1144288,520,UKR
Ukraine,2021-06-27,Pfizer/BioNTech,659260,6367,UKR
Ukraine,2021-06-27,Sinovac,680828,11744,UKR
United States,2021-06-27,Johnson&Johnson,12256008,42448,USA
United States,2021-06-27,Moderna,132647393,311499,USA
United States,2021-06-27,Pfizer/BioNTech,178171003,849373,USA
Uruguay,2021-06-27,Oxford/AstraZeneca,47238,29,URY
Uruguay,2021-06-27,Pfizer/BioNTech,932113,35,URY
Uruguay,2021-06-27,Sinovac,2814295,1215,URY
Argentina,2021-06-28,Oxford/AstraZeneca,7620859,165790,ARG
Argentina,2021-06-28,Sinopharm/Beijing,4325496,179462,ARG
Argentina,2021-06-28,Sputnik V,9160212,27839,ARG
Chile,2021-06-28,Oxford/AstraZeneca,389739,166,CHL
Chile,2021-06-28,Pfizer/BioNTech,4507562,2705,CHL
Chile,2021-06-28,Sinovac,17378008,1539,CHL
Czechia,2021-06-28,Johnson&Johnson,89262,1265,CZE
Czechia,2021-06-28,Moderna,698022,8842,CZE
Czechia,2021-06-28,Oxford/AstraZeneca,731795,6965,CZE
Czechia,2021-06-28,Pfizer/BioNTech,6567491,95351,CZE
Czechia,2021-06-28,Sinovac,50,1,CZE
Ecuador,2021-06-28,Oxford/AstraZeneca,1260652,35193,ECU
Ecuador,2021-06-28,Pfizer/BioNTech,1707231,12493,ECU
Ecuador,2021-06-28,Sinovac,1708359,21491,ECU
France,2021-06-28,Johnson&Johnson,564141,4844,FRA
France,2021-06-28,Moderna,5023077,67051,FRA
France,2021-06-28,Oxford/AstraZeneca,6780257,30857,FRA
France,2021-06-28,Pfizer/BioNTech,41513610,505918,FRA
Germany,2021-06-28,Johnson&Johnson,1989930,23499,DEU
Germany,2021-06-28,Moderna,6352747,89870,DEU
Germany,2021-06-28,Oxford/AstraZeneca,11419940,114783,DEU
Germany,2021-06-28,Pfizer/BioNTech,54832579,389973,DEU
Hong Kong,2021-06-28,Pfizer/BioNTech,2087408,30420,HKG
Hong Kong,2021-06-28,Sinovac,1525585,21073,HKG
Italy,2021-06-28,Johnson&Johnson,1234817,4036,ITA
Italy,2021-06-28,Moderna,4909974,59757,ITA
Italy,2021-06-28,Oxford/AstraZeneca,8769792,67960,ITA
Italy,2021-06-28,Pfizer/BioNTech,36108197,428569,ITA
Japan,2021-06-28,Moderna,1820432,191002,JPN
Japan,2021-06-28,Pfizer/BioNTech,48250259,1352873,JPN
Latvia,2021-06-28,Johnson&Johnson,50678,1311,LVA
Latvia,2021-06-28,Moderna,200145,2360,LVA
Latvia,2021-06-28,Oxford/AstraZeneca,241376,3056,LVA
Latvia,2021-06-28,Pfizer/BioNTech,599155,8785,LVA
Peru,2021-06-28,Oxford/AstraZeneca,584311,6569,PER
Peru,2021-06-28,Pfizer/BioNTech,5810460,41800,PER
Peru,2021-06-28,Sinopharm/Beijing,1109596,8288,PER
Romania,2021-06-28,Johnson&Johnson,288475,4189,ROU
Romania,2021-06-28,Moderna,709421,557,ROU
Romania,2021-06-28,Oxford/AstraZeneca,837587,425,ROU
Romania,2021-06-28,Pfizer/BioNTech,7077971,14049,ROU
South Korea,2021-06-28,Johnson&Johnson,1159398,971,KOR
South Korea,2021-06-28,Moderna,83684,4913,KOR
South Korea,2021-06-28,Oxford/AstraZeneca,11265469,9610,KOR
South Korea,2021-06-28,Pfizer/BioNTech,6600147,143295,KOR
Switzerland,2021-06-28,Moderna,4648039,62592,CHE
Switzerland,2021-06-28,Pfizer/BioNTech,2738892,12378,CHE
Ukraine,2021-06-28,Johnson&Johnson,390,0,UKR
Ukraine,2021-06-28,Oxford/AstraZeneca,1145238,950,UKR
Ukraine,2021-06-28,Pfizer/BioNTech,669461,10201,UKR
Ukraine,2021-06-28,Sinovac,686742,5914,UKR
United States,2021-06-28,Johnson&Johnson,12291007,34999,USA
United States,2021-06-28,Moderna,132904311,256918,USA
United States,2021-06-28,Pfizer/BioNTech,178965469,794466,USA
Uruguay,2021-06-28,Oxford/AstraZeneca,47276,38,URY
Uruguay,2021-06-28,Pfizer/BioNTech,948884,16771,URY
Uruguay,2021-06-28,Sinovac,2852000,37705,URY
Argentina,2021-06-29,Oxford/AstraZeneca,7798432,177573,ARG
Argentina,2021-06-29,Sinopharm/Beijing,4498353,172857,ARG
Argentina,2021-06-29,Sputnik V,9184262,24050,ARG
Chile,2021-06-29,Oxford/AstraZeneca,395558,5819,CHL
Chile,2021-06-29,Pfizer/BioNTech,4641420,133858,CHL
Chile,2021-06-29,Sinovac,17456115,78107,CHL
Czechia,2021-06-29,Johnson&Johnson,90717,1455,CZE
Czechia,2021-06-29,Moderna,708999,10977,CZE
Czechia,2021-06-29,Oxford/AstraZeneca,741420,9625,CZE
Czechia,2021-06-29,Pfizer/BioNTech,6659855,92364,CZE
Czechia,2021-06-29,Sinovac,53,3,CZE
Ecuador,2021-06-29,Oxford/AstraZeneca,1281174,20522,ECU
Ecuador,2021-06-29,Pfizer/BioNTech,1716024,8793,ECU
Ecuador,2021-06-29,Sinovac,1743586,35227,ECU
France,2021-06-29,Johnson&Johnson,571275,7134,FRA
France,2021-06-29,Moderna,5103044,79967,FRA
France,2021-06-29,Oxford/AstraZeneca,6837625,57368,FRA
France,2021-06-29,Pfizer/BioNTech,42061253,547643,FRA
Germany,2021-06-29,Johnson&Johnson,2012613,22683,DEU
Germany,2021-06-29,Moderna,6445283,92536,DEU
Germany,2021-06-29,Oxford/AstraZeneca,11559459,139519,DEU
Germany,2021-06-29,Pfizer/BioNTech,55582365,749786,DEU
Hong Kong,2021-06-29,Pfizer/BioNTech,2118786,31378,HKG
Hong Kong,2021-06-29,Sinovac,1550277,24692,HKG
Italy,2021-06-29,Johnson&Johnson,1238518,3701,ITA
Italy,2021-06-29,Moderna,4985706,75732,ITA
Italy,2021-06-29,Oxford/AstraZeneca,8864976,95184,ITA
Italy,2021-06-29,Pfizer/BioNTech,36497866,389669,ITA
Japan,2021-06-29,Moderna,2023376,202944,JPN
Japan,2021-06-29,Pfizer/BioNTech,49645355,1395096,JPN
Latvia,2021-06-29,Johnson&Johnson,52531,1853,LVA
Latvia,2021-06-29,Moderna,202375,2230,LVA
Latvia,2021-06-29,Oxford/AstraZeneca,243490,2114,LVA
Latvia,2021-06-29,Pfizer/BioNTech,607391,8236,LVA
Peru,2021-06-29,Oxford/AstraZeneca,590686,6375,PER
Peru,2021-06-29,Pfizer/BioNTech,5902316,91856,PER
Peru,2021-06-29,Sinopharm/Beijing,1112833,3237,PER
Romania,2021-06-29,Johnson&Johnson,293344,4869,ROU
Romania,2021-06-29,Moderna,710016,595,ROU
Romania,2021-06-29,Oxford/AstraZeneca,838224,637,ROU
Romania,2021-06-29,Pfizer/BioNTech,7092434,14463,ROU
South Korea,2021-06-29,Johnson&Johnson,1160521,1123,KOR
South Korea,2021-06-29,Moderna,92491,8807,KOR
South Korea,2021-06-29,Oxford/AstraZeneca,11278965,13496,KOR
South Korea,2021-06-29,Pfizer/BioNTech,6739267,139120,KOR
Switzerland,2021-06-29,Moderna,4713455,65416,CHE
Switzerland,2021-06-29,Pfizer/BioNTech,2753120,14228,CHE
Ukraine,2021-06-29,Johnson&Johnson,390,0,UKR
Ukraine,2021-06-29,Oxford/AstraZeneca,1164645,19407,UKR
Ukraine,2021-06-29,Pfizer/BioNTech,703793,34332,UKR
Ukraine,2021-06-29,Sinovac,714640,27898,UKR
United States,2021-06-29,Johnson&Johnson,12322817,31810,USA
United States,2021-06-29,Moderna,133089082,184771,USA
United States,2021-06-29,Pfizer/BioNTech,179486976,521507,USA
Uruguay,2021-06-29,Oxford/AstraZeneca,47298,22,URY
Uruguay,2021-06-29,Pfizer/BioNTech,965757,16873,URY
Uruguay,2021-06-29,Sinovac,2889893,37893,URY
Argentina,2021-06-30,Oxford/AstraZeneca,8005878,207446,ARG
Argentina,2021-06-30,Pfizer/BioNTech,39,1,ARG
Argentina,2021-06-30,Sinopharm/Beijing,4649018,150665,ARG
Argentina,2021-06-30,Sputnik V,9201944,17682,ARG
Chile,2021-06-30,Oxford/AstraZeneca,399828,4270,CHL
Chile,2021-06-30,Pfizer/BioNTech,4773738,132318,CHL
Chile,2021-06-30,Sinovac,17501854,45739,CHL
Czechia,2021-06-30,Johnson&Johnson,92073,1356,CZE
Czechia,2021-06-30,Moderna,721336,12337,CZE
Czechia,2021-06-30,Oxford/AstraZeneca,750514,9094,CZE
Czechia,2021-06-30,Pfizer/BioNTech,6754316,94461,CZE
Ecuador,2021-06-30,Oxford/AstraZeneca,1289331,8157,ECU
Ecuador,2021-06-30,Pfizer/BioNTech,1728777,12753,ECU
Ecuador,2021-06-30,Sinovac,1802945,59359,ECU
France,2021-06-30,Johnson&Johnson,578037,6762,FRA
France,2021-06-30,Moderna,5177622,74578,FRA
France,2021-06-30,Oxford/AstraZeneca,6883755,46130,FRA
France,2021-06-30,Pfizer/BioNTech,42624926,563673,FRA
Germany,2021-06-30,Johnson&Johnson,2033666,21053,DEU
Germany,2021-06-30,Moderna,6539630,94347,DEU
Germany,2021-06-30,Oxford/AstraZeneca,11702630,143171,DEU
Germany,2021-06-30,Pfizer/BioNTech,56452156,869791,DEU
Hong Kong,2021-06-30,Pfizer/BioNTech,2154188,35402,HKG
Hong Kong,2021-06-30,Sinovac,1575192,24915,HKG
Italy,2021-06-30,Johnson&Johnson,1243328,4810,ITA
Italy,2021-06-30,Moderna,5055394,69688,ITA
Italy,2021-06-30,Oxford/AstraZeneca,8970087,105111,ITA
Italy,2021-06-30,Pfizer/BioNTech,36892675,394809,ITA
Japan,2021-06-30,Moderna,2248629,225253,JPN
Japan,2021-06-30,Pfizer/BioNTech,51042532,1397177,JPN
Latvia,2021-06-30,Johnson&Johnson,54464,1933,LVA
Latvia,2021-06-30,Moderna,204152,1777,LVA
Latvia,2021-06-30,Oxford/AstraZeneca,246307,2817,LVA
Latvia,2021-06-30,Pfizer/BioNTech,615636,8245,LVA
Peru,2021-06-30,Oxford/AstraZeneca,596874,6188,PER
Peru,2021-06-30,Pfizer/BioNTech,6075278,172962,PER
Peru,2021-06-30,Sinopharm/Beijing,1116793,3960,PER
Romania,2021-06-30,Johnson&Johnson,298496,5152,ROU
Romania,2021-06-30,Moderna,710760,744,ROU
Romania,2021-06-30,Oxford/AstraZeneca,838766,542,ROU
Romania,2021-06-30,Pfizer/BioNTech,7106796,14362,ROU
South Korea,2021-06-30,Johnson&Johnson,1161805,1284,KOR
South Korea,2021-06-30,Moderna,98475,5984,KOR
South Korea,2021-06-30,Oxford/AstraZeneca,11292192,13227,KOR
South Korea,2021-06-30,Pfizer/BioNTech,6871376,132109,KOR
Switzerland,2021-06-30,Moderna,4782734,69279,CHE
Switzerland,2021-06-30,Pfizer/BioNTech,2767107,13987,CHE
Ukraine,2021-06-30,Johnson&Johnson,390,0,UKR
Ukraine,2021-06-30,Oxford/AstraZeneca,1183769,19124,UKR
Ukraine,2021-06-30,Pfizer/BioNTech,746442,42649,UKR
Ukraine,2021-06-30,Sinovac,746053,31413,UKR
United States,2021-06-30,Johnson&Johnson,12405746,82929,USA
United States,2021-06-30,Moderna,133514868,425786,USA
United States,2021-06-30,Pfizer/BioNTech,180344997,858021,USA
Uruguay,2021-06-30,Oxford/AstraZeneca,47335,37,URY
Uruguay,2021-06-30,Pfizer/BioNTech,981860,16103,URY
Uruguay,2021-06-30,Sinovac,2926687,36794,URY
Argentina,2021-07-01,Oxford/AstraZeneca,8319388,313510,ARG
Argentina,2021-07-01,Sinopharm/Beijing,4751992,102974,ARG
Argentina,2021-07-01,Sputnik V,9217725,15781,ARG
Chile,2021-07-01,Oxford/AstraZeneca,402881,3053,CHL
Chile,2021-07-01,Pfizer/BioNTech,4909091,135353,CHL
Chile,2021-07-01,Sinovac,17532454,30600,CHL
Czechia,2021-07-01,Johnson&Johnson,93851,1778,CZE
Czechia,2021-07-01,Moderna,732298,10962,CZE
Czechia,2021-07-01,Oxford/AstraZeneca,760033,9519,CZE
Czechia,2021-07-01,Pfizer/BioNTech,6844439,90123,CZE
Czechia,2021-07-01,Sinovac,54,1,CZE
Ecuador,2021-07-01,Oxford/AstraZeneca,1296533,7202,ECU
Ecuador,2021-07-01,Pfizer/BioNTech,1753850,25073,ECU
Ecuador,2021-07-01,Sinovac,1867513,64568,ECU
France,2021-07-01,Johnson&Johnson,586284,8247,FRA
France,2021-07-01,Moderna,5258216,80594,FRA
France,2021-07-01,Oxford/AstraZeneca,6950953,67198,FRA
France,2021-07-01,Pfizer/BioNTech,43160595,535669,FRA
Germany,2021-07-01,Johnson&Johnson,2055518,21852,DEU
Germany,2021-07-01,Moderna,6622200,82570,DEU
Germany,2021-07-01,Oxford/AstraZeneca,11829303,126673,DEU
Germany,2021-07-01,Pfizer/BioNTech,57176125,723969,DEU
Hong Kong,2021-07-01,Pfizer/BioNTech,2188085,33897,HKG
Hong Kong,2021-07-01,Sinovac,1588892,13700,HKG
Italy,2021-07-01,Johnson&Johnson,1248416,5088,ITA
Italy,2021-07-01,Moderna,5106644,51250,ITA
Italy,2021-07-01,Oxford/AstraZeneca,9054847,84760,ITA
Italy,2021-07-01,Pfizer/BioNTech,37321665,428990,ITA
Japan,2021-07-01,Moderna,2488154,239525,JPN
Japan,2021-07-01,Pfizer/BioNTech,52216118,1173586,JPN
Latvia,2021-07-01,Johnson&Johnson,56137,1673,LVA
Latvia,2021-07-01,Moderna,205941,1789,LVA
Latvia,2021-07-01,Oxford/AstraZeneca,247542,1235,LVA
Latvia,2021-07-01,Pfizer/BioNTech,622746,7110,LVA
Peru,2021-07-01,Oxford/AstraZeneca,600610,3736,PER
Peru,2021-07-01,Pfizer/BioNTech,6270340,195062,PER
Peru,2021-07-01,Sinopharm/Beijing,1120759,3966,PER
Romania,2021-07-01,Johnson&Johnson,303647,5151,ROU
Romania,2021-07-01,Moderna,711343,583,ROU
Romania,2021-07-01,Oxford/AstraZeneca,839162,396,ROU
Romania,2021-07-01,Pfizer/BioNTech,7119663,12867,ROU
South Korea,2021-07-01,Johnson&Johnson,1163016,1211,KOR
South Korea,2021-07-01,Moderna,100188,1713,KOR
South Korea,2021-07-01,Oxford/AstraZeneca,11306859,14667,KOR
South Korea,2021-07-01,Pfizer/BioNTech,6980485,109109,KOR
Switzerland,2021-07-01,Moderna,4843776,61042,CHE
Switzerland,2021-07-01,Pfizer/BioNTech,2779079,11972,CHE
Ukraine,2021-07-01,Johnson&Johnson,390,0,UKR
Ukraine,2021-07-01,Oxford/AstraZeneca,1203333,19564,UKR
Ukraine,2021-07-01,Pfizer/BioNTech,783221,36779,UKR
Ukraine,2021-07-01,Sinovac,780669,34616,UKR
United States,2021-07-01,Johnson&Johnson,12470439,64693,USA
United States,2021-07-01,Moderna,134076668,561800,USA
United States,2021-07-01,Pfizer/BioNTech,181347436,1002439,USA
Uruguay,2021-07-01,Oxford/AstraZeneca,47397,62,URY
Uruguay,2021-07-01,Pfizer/BioNTech,998537,16677,URY
Uruguay,2021-07-01,Sinovac,2963561,36874,URY
Argentina,2021-07-02,CanSino,9,1,ARG
Argentina,2021-07-02,Oxford/AstraZeneca,8586889,267501,ARG
Argentina,2021-07-02,Sinopharm/Beijing,4864937,112945,ARG
Argentina,2021-07-02,Sputnik V,9252946,35221,ARG
Austria,2021-07-02,Johnson&Johnson,134216,26255,AUT
Austria,2021-07-02,Moderna,815504,61026,AUT
Austria,2021-07-02,Oxford/AstraZeneca,1393770,107636,AUT
Austria,2021-07-02,Pfizer/BioNTech,5954566,430898,AUT
Belgium,2021-07-02,Johnson&Johnson,275218,25973,BEL
Belgium,2021-07-02,Moderna,1050139,84284,BEL
Belgium,2021-07-02,Oxford/AstraZeneca,2072247,100506,BEL
Belgium,2021-07-02,Pfizer/BioNTech,8044109,515495,BEL
Bulgaria,2021-07-02,Johnson&Johnson,40028,6895,BGR
Bulgaria,2021-07-02,Moderna,234086,8322,BGR
Bulgaria,2021-07-02,Oxford/AstraZeneca,472878,1872,BGR
Bulgaria,2021-07-02,Pfizer/BioNTech,1044469,46434,BGR
Chile,2021-07-02,Oxford/AstraZeneca,405471,2590,CHL
Chile,2021-07-02,Pfizer/BioNTech,5007046,97955,CHL
Chile,2021-07-02,Sinovac,17562378,29924,CHL
Croatia,2021-07-02,Johnson&Johnson,26086,3048,HRV
Croatia,2021-07-02,Moderna,285633,11148,HRV
Croatia,2021-07-02,Oxford/AstraZeneca,507909,19897,HRV
Croatia,2021-07-02,Pfizer/BioNTech,1932668,135436,HRV
Cyprus,2021-07-02,Johnson&Johnson,14538,418,CYP
Cyprus,2021-07-02,Moderna,72330,2237,CYP
Cyprus,2021-07-02,Oxford/AstraZeneca,218282,13793,CYP
Cyprus,2021-07-02,Pfizer/BioNTech,532435,29604,CYP
Czechia,2021-07-02,Johnson&Johnson,95580,1729,CZE
Czechia,2021-07-02,Moderna,743353,11055,CZE
Czechia,2021-07-02,Oxford/AstraZeneca,767170,7137,CZE
Czechia,2021-07-02,Pfizer/BioNTech,6935536,91097,CZE
Denmark,2021-07-02,Johnson&Johnson,44460,1702,DNK
Denmark,2021-07-02,Moderna,464813,39388,DNK
Denmark,2021-07-02,Oxford/AstraZeneca,154125,174,DNK
Denmark,2021-07-02,Pfizer/BioNTech,4663464,376645,DNK
Ecuador,2021-07-02,Oxford/AstraZeneca,1303423,6890,ECU
Ecuador,2021-07-02,Pfizer/BioNTech,1772199,18349,ECU
Ecuador,2021-07-02,Sinovac,1947121,79608,ECU
Estonia,2021-07-02,Johnson&Johnson,23737,3243,EST
Estonia,2021-07-02,Moderna,95855,4595,EST
Estonia,2021-07-02,Oxford/AstraZeneca,234756,7532,EST
Estonia,2021-07-02,Pfizer/BioNTech,661272,36111,EST
Finland,2021-07-02,Moderna,411611,26171,FIN
Finland,2021-07-02,Oxford/AstraZeneca,471452,32423,FIN
Finland,2021-07-02,Pfizer/BioNTech,3665969,267566,FIN
France,2021-07-02,Johnson&Johnson,595764,9480,FRA
France,2021-07-02,Moderna,5344625,86409,FRA
France,2021-07-02,Oxford/AstraZeneca,7042904,91951,FRA
France,2021-07-02,Pfizer/BioNTech,43723734,563139,FRA
Germany,2021-07-02,Johnson&Johnson,2077360,21842,DEU
Germany,2021-07-02,Moderna,6716120,93920,DEU
Germany,2021-07-02,Oxford/AstraZeneca,11904812,75509,DEU
Germany,2021-07-02,Pfizer/BioNTech,57810814,634689,DEU
Hong Kong,2021-07-02,Pfizer/BioNTech,2230032,41947,HKG
Hong Kong,2021-07-02,Sinovac,1617060,28168,HKG
Hungary,2021-07-02,Johnson&Johnson,99609,2728,HUN
Hungary,2021-07-02,Moderna,663308,13260,HUN
Hungary,2021-07-02,Oxford/AstraZeneca,1164012,97224,HUN
Hungary,2021-07-02,Pfizer/BioNTech,4576235,93177,HUN
Hungary,2021-07-02,Sinopharm/Beijing,2046334,10961,HUN
Hungary,2021-07-02,Sputnik V,1786904,3773,HUN
Ireland,2021-07-02,Johnson&Johnson,82024,3749,IRL
Ireland,2021-07-02,Moderna,402538,45834,IRL
Ireland,2021-07-02,Novavax,2,1,IRL
Ireland,2021-07-02,Oxford/AstraZeneca,1021933,104452,IRL
Ireland,2021-07-02,Pfizer/BioNTech,3055205,210892,IRL
Italy,2021-07-02,Johnson&Johnson,1252621,4205,ITA
Italy,2021-07-02,Moderna,5158648,52004,ITA
Italy,2021-07-02,Oxford/AstraZeneca,9140961,86114,ITA
Italy,2021-07-02,Pfizer/BioNTech,37735781,414116,ITA
Japan,2021-07-02,Moderna,2750040,261886,JPN
Japan,2021-07-02,Pfizer/BioNTech,53328301,1112183,JPN
Latvia,2021-07-02,Johnson&Johnson,58108,1971,LVA
Latvia,2021-07-02,Moderna,208480,2539,LVA
Latvia,2021-07-02,Oxford/AstraZeneca,248839,1297,LVA
Latvia,2021-07-02,Pfizer/BioNTech,629395,6649,LVA
Liechtenstein,2021-07-02,Moderna,23192,2282,LIE
Liechtenstein,2021-07-02,Pfizer/BioNTech,10751,4,LIE
Lithuania,2021-07-02,Johnson&Johnson,52117,6803,LTU
Lithuania,2021-07-02,Moderna,206752,7691,LTU
Lithuania,2021-07-02,Oxford/AstraZeneca,454075,31202,LTU
Lithuania,2021-07-02,Pfizer/BioNTech,1570996,65616,LTU
Luxembourg,2021-07-02,Johnson&Johnson,27930,1527,LUX
Luxembourg,2021-07-02,Moderna,54188,5879,LUX
Luxembourg,2021-07-02,Oxford/AstraZeneca,98127,10660,LUX
Luxembourg,2021-07-02,Pfizer/BioNTech,375357,30660,LUX
Malta,2021-07-02,Johnson&Johnson,15331,1831,MLT
Malta,2021-07-02,Moderna,41747,938,MLT
Malta,2021-07-02,Oxford/AstraZeneca,215192,12086,MLT
Malta,2021-07-02,Pfizer/BioNTech,427702,14167,MLT
Netherlands,2021-07-02,Johnson&Johnson,590315,126441,NLD
Netherlands,2021-07-02,Moderna,1260096,124337,NLD
Netherlands,2021-07-02,Oxford/AstraZeneca,2236694,197941,NLD
